"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Feb 22 11:54:21 GMT 2023","Wed Feb 22 11:54:21 GMT 2023","0","tests.Capital","us_01_capital_test","Test_US_01","","","TC_08_05 with parameters: NoReg, ar, FCA.   2023-02-22 11:54:21.683618","
        Check: widget ""Trading instrument""
        Language: All. Licence: All.
        Widget has 2 layouts
        "
"passed","Wed Feb 22 11:54:52 GMT 2023","Wed Feb 22 11:54:57 GMT 2023","5784","tests.Capital","us_01_capital_test","Test_US_01","","","TC_16_01 with parameters: NoReg, ar, CYSEC.   2023-02-22 11:54:52.046281","
        Check: Banner of counters -> button ""Try now""
        Language: All. Licence: All.
        "
"skipped","Wed Feb 22 11:55:46 GMT 2023","Wed Feb 22 11:55:46 GMT 2023","0","tests.Capital","us_01_capital_test","Test_US_01","","","TC_05_05 with parameters: NoReg, de, FCA.   2023-02-22 11:55:46.447825","
        Check: tab ""Find us on ..."" -> button ""Explore features""
        Language: only En. Licence: BUH.
        "
"skipped","Wed Feb 22 11:57:01 GMT 2023","Wed Feb 22 11:57:01 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_09_01 with parameters: NoReg, de, FCA.   2023-02-22 11:57:01.467871","
        Check: widget ""Still looking for ..."" -> button ""1. Created your account""
        Language: All. Licence: All.
        "
"skipped","Wed Feb 22 11:55:46 GMT 2023","Wed Feb 22 11:55:46 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_03_04 with parameters: NoReg, de, FCA.   2023-02-22 11:55:46.337799","
        Check: tab ""Spread betting"" -> button ""Open account""
        Language: only En. Licence: All.
        "
"skipped","Wed Feb 22 11:54:28 GMT 2023","Wed Feb 22 11:54:28 GMT 2023","0","tests.Capital","us_01_capital_test","Test_US_01","","","TC_03_04 with parameters: NoReg, ar, CYSEC.   2023-02-22 11:54:28.775605","
        Check: tab ""Spread betting"" -> button ""Open account""
        Language: only En. Licence: All.
        "
"skipped","Wed Feb 22 11:54:24 GMT 2023","Wed Feb 22 11:54:24 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_01_01 with parameters: NoReg, ar, CYSEC.   2023-02-22 11:54:24.025285","
        Check: Header -> button [Log In]
        Language: All. License: All.
        "
"skipped","Wed Feb 22 11:54:07 GMT 2023","Wed Feb 22 11:54:07 GMT 2023","0","tests.Capital","us_01_capital_test","Test_US_01","","","TC_05_03 with parameters: NoReg, ar, FCA.   2023-02-22 11:54:07.827848","
        Check: tab ""Industry-leading support for new traders"" -> button ""Start trading""
        Language: only En. Licence: All, except ASIC.
        "
"broken","Wed Feb 22 11:55:05 GMT 2023","Wed Feb 22 11:55:11 GMT 2023","6161","tests.Capital","us_01_capital_test","Test_US_01","","","TC_08_02 with parameters: NoReg, de, CYSEC.   2023-02-22 11:55:05.485171","
        Check: widget ""Trading instrument""
        Language: All. Licence: All.
        Widget has 2 layouts
        "
"passed","Wed Feb 22 11:54:57 GMT 2023","Wed Feb 22 11:55:01 GMT 2023","3693","tests.Capital","us_01_capital_test","Test_US_01","","","TC_01_01 with parameters: NoReg, de, CYSEC.   2023-02-22 11:54:57.868020","
        Check: Header -> button [Log In]
        Language: All. License: All.
        "
"skipped","Wed Feb 22 11:58:38 GMT 2023","Wed Feb 22 11:58:38 GMT 2023","0","tests.Capital","us_01_capital_test","Test_US_01","","","TC_01_02 with parameters: NoReg, , FCA.   2023-02-22 11:58:38.874908","
        Check: Header -> button [Trade Now]
        Language: All. License: All.
        "
"broken","Wed Feb 22 11:57:43 GMT 2023","Wed Feb 22 11:58:03 GMT 2023","19967","tests.Capital","us_01_capital_test","Test_US_01","","","TC_04_01 with parameters: NoReg, , CYSEC.   2023-02-22 11:57:43.319995","
        Check: tab ""Want to take your trading to the next level?"" -> button ""Take me there""
        Language: only En. Licence: All.
        "
"passed","Wed Feb 22 11:59:57 GMT 2023","Wed Feb 22 12:00:01 GMT 2023","4210","tests.Capital","us_01_capital_test","Test_US_01","","","TC_13_01 with parameters: NoReg, , FCA.   2023-02-22 11:59:57.397067","
        Check: widget ""New to trading?"" -> button ""Practise for free""
        Language: All. Licence: All.
        "
"skipped","Wed Feb 22 11:55:46 GMT 2023","Wed Feb 22 11:55:46 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_06_01 with parameters: NoReg, de, FCA.   2023-02-22 11:55:46.470216","
        Check: tab ""Find us on ..."" -> button ""Explore features""
        Language: only En. Licence: All, except BUH.
        "
"skipped","Wed Feb 22 11:58:23 GMT 2023","Wed Feb 22 11:58:23 GMT 2023","4","tests.Capital","us_01_capital_test","Test_US_01","","","TC_14_01 with parameters: NoReg, , CYSEC.   2023-02-22 11:58:23.324543","
        Check: widget ""Trading calculator"" -> button ""Start trading""
        Language: All, except En. Licence: All.
        "
"skipped","Wed Feb 22 11:55:46 GMT 2023","Wed Feb 22 11:55:46 GMT 2023","0","tests.Capital","us_01_capital_test","Test_US_01","","","TC_07_01 with parameters: NoReg, de, FCA.   2023-02-22 11:55:46.476728","
        Check: Banner [Warum Capital.com?] -> button [Jetzt traden]
        Language: All, except En. License: All.
        "
"skipped","Wed Feb 22 11:54:51 GMT 2023","Wed Feb 22 11:54:51 GMT 2023","0","tests.Capital","us_01_capital_test","Test_US_01","","","TC_11_01 with parameters: NoReg, ar, CYSEC.   2023-02-22 11:54:51.027962","
        Check: widget ""Explore our platform"" -> button ""Try now""
        Language: All. Licence: All.
        "
"skipped","Wed Feb 22 11:54:07 GMT 2023","Wed Feb 22 11:54:07 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_04_02 with parameters: NoReg, ar, FCA.   2023-02-22 11:54:07.749347","
        Check: tab ""Industry-leading ..."" -> button ""Start trading""
        Language: only En. Licence: All.
        "
"skipped","Wed Feb 22 11:54:07 GMT 2023","Wed Feb 22 11:54:07 GMT 2023","0","tests.Capital","us_01_capital_test","Test_US_01","","","TC_03_03 with parameters: NoReg, ar, FCA.   2023-02-22 11:54:07.683238","
        Check: tab ""Spread betting"" -> button ""Open account""
        Language: only En. Licence: All.
        "
"skipped","Wed Feb 22 11:54:28 GMT 2023","Wed Feb 22 11:54:28 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_04_01 with parameters: NoReg, ar, CYSEC.   2023-02-22 11:54:28.782255","
        Check: tab ""Want to take your trading to the next level?"" -> button ""Take me there""
        Language: only En. Licence: All.
        "
"skipped","Wed Feb 22 11:54:07 GMT 2023","Wed Feb 22 11:54:07 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_04_01 with parameters: NoReg, ar, FCA.   2023-02-22 11:54:07.711850","
        Check: tab ""Want to take your trading to the next level?"" -> button ""Take me there""
        Language: only En. Licence: All.
        "
"skipped","Wed Feb 22 11:58:51 GMT 2023","Wed Feb 22 11:58:51 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_03_03 with parameters: NoReg, , FCA.   2023-02-22 11:58:51.476587","
        Check: tab ""Spread betting"" -> button ""Open account""
        Language: only En. Licence: All.
        "
"broken","Wed Feb 22 11:56:46 GMT 2023","Wed Feb 22 11:56:52 GMT 2023","6274","tests.Capital","us_01_capital_test","Test_US_01","","","TC_08_07 with parameters: NoReg, de, FCA.   2023-02-22 11:56:46.028464","
        Check: widget ""Trading instrument""
        Language: All. Licence: All.
        Widget has 2 layouts
        "
"passed","Wed Feb 22 11:54:16 GMT 2023","Wed Feb 22 11:54:17 GMT 2023","822","tests.Capital","us_01_capital_test","Test_US_01","","","TC_11_01 with parameters: NoReg, ar, FCA.   2023-02-22 11:54:16.786818","
        Check: widget ""Explore our platform"" -> button ""Try now""
        Language: All. Licence: All.
        "
"skipped","Wed Feb 22 11:54:18 GMT 2023","Wed Feb 22 11:54:18 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_14_01 with parameters: NoReg, ar, FCA.   2023-02-22 11:54:18.183048","
        Check: widget ""Trading calculator"" -> button ""Start trading""
        Language: All, except En. Licence: All.
        "
"skipped","Wed Feb 22 11:54:08 GMT 2023","Wed Feb 22 11:54:08 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_08_01 with parameters: NoReg, ar, FCA.   2023-02-22 11:54:08.512563","
        Check: widget ""Trading instrument""
        Language: ALL. Licence: All.
        Widget has 2 layouts
        "
"skipped","Wed Feb 22 11:53:55 GMT 2023","Wed Feb 22 11:53:55 GMT 2023","2","tests.Capital","us_01_capital_test","Test_US_01","","","TC_01_01 with parameters: NoReg, ar, FCA.   2023-02-22 11:53:55.147003","
        Check: Header -> button [Log In]
        Language: All. License: All.
        "
"skipped","Wed Feb 22 11:54:28 GMT 2023","Wed Feb 22 11:54:28 GMT 2023","3","tests.Capital","us_01_capital_test","Test_US_01","","","TC_03_01 with parameters: NoReg, ar, CYSEC.   2023-02-22 11:54:28.735268","
        Check: tab ""1"" -> button ""Trade now""
        Language: EN. License: All.
        "
"skipped","Wed Feb 22 11:55:46 GMT 2023","Wed Feb 22 11:55:46 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_04_03 with parameters: NoReg, de, FCA.   2023-02-22 11:55:46.395194","
        Check: tab ""Industry-leading ..."" -> button ""Practice for free""
        Language: only En. Licence: All.
        "
"skipped","Wed Feb 22 11:57:51 GMT 2023","Wed Feb 22 11:57:51 GMT 2023","1","tests.Capital","us_01_capital_test","Test_US_01","","","TC_08_01 with parameters: NoReg, , CYSEC.   2023-02-22 11:57:51.215480","
        Check: widget ""Trading instrument""
        Language: ALL. Licence: All.
        Widget has 2 layouts
        "
